code_module,code_presentation,id_student,fold,split
AAA,2013J,292923,4,train
AAA,2013J,293699,0,test
AAA,2013J,294570,3,train
AAA,2013J,294594,4,train
AAA,2013J,295741,1,calib
AAA,2013J,296332,4,train
AAA,2013J,298696,4,train
AAA,2013J,300398,4,train
AAA,2013J,302302,0,test
AAA,2013J,305152,1,calib
AAA,2013J,305386,0,test
AAA,2013J,305539,2,train
AAA,2013J,306107,1,calib
AAA,2013J,306466,4,train
AAA,2013J,306897,0,test
AAA,2013J,307061,0,test
AAA,2013J,307866,2,train
AAA,2013J,311917,4,train
AAA,2013J,312537,4,train
AAA,2013J,312782,3,train
AAA,2013J,318933,0,test
AAA,2013J,319047,2,train
AAA,2013J,321942,2,train
AAA,2013J,324002,3,train
AAA,2013J,324084,3,train
AAA,2013J,324282,4,train
AAA,2013J,331358,2,train
AAA,2013J,332789,0,test
AAA,2013J,333059,4,train
AAA,2013J,333323,4,train
AAA,2013J,334259,1,calib
AAA,2013J,334333,2,train
AAA,2013J,335764,0,test
AAA,2013J,336207,2,train
AAA,2013J,339972,0,test
AAA,2013J,341872,1,calib
AAA,2013J,342007,0,test
AAA,2013J,342514,0,test
AAA,2013J,342972,2,train
AAA,2013J,343446,1,calib
AAA,2013J,344282,1,calib
AAA,2013J,345068,2,train
AAA,2013J,345357,0,test
AAA,2013J,346025,3,train
AAA,2013J,346843,1,calib
AAA,2013J,350188,3,train
AAA,2013J,354858,0,test
AAA,2013J,357668,3,train
AAA,2013J,364177,1,calib
AAA,2013J,365244,1,calib
AAA,2013J,365642,0,test
AAA,2013J,366483,2,train
AAA,2013J,368194,4,train
AAA,2013J,368824,1,calib
AAA,2013J,368963,3,train
AAA,2013J,376439,1,calib
AAA,2013J,376581,3,train
AAA,2013J,380953,1,calib
AAA,2013J,383254,4,train
AAA,2013J,386924,1,calib
AAA,2013J,386952,0,test
AAA,2013J,388722,3,train
AAA,2013J,388885,1,calib
AAA,2013J,390890,0,test
AAA,2013J,392756,4,train
AAA,2013J,392931,1,calib
AAA,2013J,393207,4,train
AAA,2013J,396872,1,calib
AAA,2013J,398552,3,train
AAA,2013J,401869,4,train
AAA,2013J,402470,4,train
AAA,2013J,404804,0,test
AAA,2013J,405088,3,train
AAA,2013J,405961,3,train
AAA,2013J,414117,3,train
AAA,2013J,415969,1,calib
AAA,2013J,420087,1,calib
AAA,2013J,429958,1,calib
AAA,2013J,441018,2,train
AAA,2013J,441888,4,train
AAA,2013J,442442,1,calib
AAA,2013J,444677,0,test
AAA,2013J,470588,1,calib
AAA,2013J,489455,0,test
AAA,2013J,494424,1,calib
AAA,2013J,495284,1,calib
AAA,2013J,498857,0,test
AAA,2013J,508818,3,train
AAA,2013J,512460,4,train
AAA,2013J,544103,2,train
AAA,2013J,550383,3,train
AAA,2013J,564450,1,calib
AAA,2013J,568601,4,train
AAA,2013J,572652,4,train
AAA,2013J,580389,2,train
AAA,2013J,581129,4,train
AAA,2013J,588775,4,train
AAA,2013J,591774,4,train
AAA,2013J,603861,0,test
AAA,2013J,606143,2,train
AAA,2013J,704156,3,train
AAA,2013J,705379,4,train
AAA,2013J,721259,1,calib
AAA,2013J,749412,4,train
AAA,2013J,760729,2,train
AAA,2013J,905042,2,train
AAA,2013J,949618,3,train
AAA,2013J,958987,2,train
AAA,2013J,968578,2,train
AAA,2013J,969076,3,train
AAA,2013J,971027,1,calib
AAA,2013J,978739,0,test
AAA,2013J,1035023,2,train
AAA,2013J,1105478,4,train
AAA,2013J,1352868,1,calib
AAA,2013J,1401935,2,train
AAA,2013J,1402638,0,test
AAA,2013J,1414443,3,train
AAA,2013J,1456619,1,calib
AAA,2013J,1465690,4,train
AAA,2013J,1472925,4,train
AAA,2013J,1488959,4,train
AAA,2013J,1518989,0,test
AAA,2013J,1618738,3,train
AAA,2013J,1620151,1,calib
AAA,2013J,1626710,3,train
AAA,2013J,1640609,1,calib
AAA,2013J,1686521,0,test
AAA,2013J,1729319,3,train
AAA,2013J,1746134,0,test
AAA,2013J,1758449,0,test
AAA,2013J,1763015,0,test
AAA,2013J,1765788,0,test
AAA,2013J,1801229,3,train
AAA,2013J,1801641,0,test
AAA,2013J,1847830,1,calib
AAA,2013J,1860318,2,train
AAA,2013J,1889511,4,train
AAA,2013J,1889577,2,train
AAA,2013J,1894188,2,train
AAA,2013J,1938355,1,calib
AAA,2013J,1942396,1,calib
AAA,2013J,1970390,0,test
AAA,2013J,1976139,2,train
AAA,2013J,2011876,3,train
AAA,2013J,2012966,0,test
AAA,2013J,2051699,2,train
AAA,2013J,2062879,2,train
AAA,2013J,2065691,0,test
AAA,2013J,2073016,0,test
AAA,2013J,2080474,0,test
AAA,2013J,2083877,2,train
AAA,2013J,2084066,4,train
AAA,2013J,2104505,3,train
AAA,2013J,2122180,1,calib
AAA,2013J,2139353,0,test
AAA,2013J,2143752,0,test
AAA,2013J,2146792,0,test
AAA,2013J,2149225,1,calib
AAA,2013J,2153153,2,train
AAA,2013J,2155014,3,train
AAA,2013J,2164705,3,train
AAA,2013J,2171627,0,test
AAA,2013J,2182846,4,train
AAA,2013J,2194100,4,train
AAA,2013J,2197016,0,test
AAA,2013J,2208424,3,train
AAA,2013J,2229865,4,train
AAA,2013J,2255601,3,train
AAA,2013J,2268379,0,test
AAA,2013J,2278464,3,train
AAA,2013J,2293923,0,test
AAA,2013J,2312620,0,test
AAA,2013J,2318055,3,train
AAA,2013J,2324976,2,train
AAA,2013J,2329342,3,train
AAA,2013J,2339528,4,train
AAA,2013J,2342426,2,train
AAA,2013J,2344901,3,train
AAA,2013J,2358056,4,train
AAA,2013J,2358969,3,train
AAA,2013J,2364471,2,train
AAA,2013J,2365101,3,train
AAA,2013J,2367155,3,train
AAA,2013J,2369266,2,train
AAA,2013J,2376496,0,test
AAA,2013J,2391984,1,calib
AAA,2013J,2411661,0,test
AAA,2013J,2411778,0,test
AAA,2013J,2412002,2,train
AAA,2013J,2412967,2,train
AAA,2013J,2429854,3,train
AAA,2013J,2437837,0,test
AAA,2013J,2449878,2,train
AAA,2013J,2456480,4,train
AAA,2013J,2457256,3,train
AAA,2013J,2458355,1,calib
AAA,2013J,2460080,1,calib
AAA,2013J,2461190,3,train
AAA,2013J,2469673,1,calib
AAA,2013J,2470694,3,train
AAA,2013J,2479954,1,calib
AAA,2013J,2481901,4,train
AAA,2013J,2482700,3,train
AAA,2013J,2486127,0,test
AAA,2013J,2498700,0,test
AAA,2013J,2516503,2,train
AAA,2013J,2518069,2,train
AAA,2013J,2521459,4,train
AAA,2013J,2523736,2,train
AAA,2013J,2529279,4,train
AAA,2013J,2532302,1,calib
AAA,2013J,2536991,2,train
AAA,2013J,2542724,1,calib
AAA,2013J,2550279,4,train
AAA,2013J,2551220,3,train
AAA,2013J,2552472,2,train
AAA,2013J,2555340,2,train
AAA,2013J,2557283,1,calib
AAA,2013J,2559575,0,test
AAA,2013J,2562034,0,test
AAA,2013J,2566163,0,test
AAA,2013J,2566592,2,train
AAA,2013J,2569324,1,calib
AAA,2013J,2574528,4,train
AAA,2013J,2574583,0,test
AAA,2013J,2576122,2,train
AAA,2013J,2578995,4,train
AAA,2013J,2586560,0,test
AAA,2013J,2594139,4,train
AAA,2013J,2598871,4,train
AAA,2013J,2599352,2,train
AAA,2013J,2600688,0,test
AAA,2013J,2606098,1,calib
AAA,2013J,2613116,4,train
AAA,2013J,2617002,4,train
AAA,2013J,2620584,2,train
AAA,2013J,2639449,2,train
AAA,2013J,2639540,1,calib
AAA,2013J,2639641,2,train
AAA,2013J,2641155,1,calib
AAA,2013J,2643002,2,train
AAA,2013J,2645733,2,train
AAA,2013J,2649826,2,train
AAA,2013J,2650282,3,train
AAA,2013J,2664024,3,train
AAA,2013J,2666246,3,train
AAA,2013J,2669816,2,train
AAA,2013J,2671132,2,train
AAA,2013J,2676809,0,test
AAA,2013J,2678643,1,calib
AAA,2013J,2685865,0,test
AAA,2013J,2688067,2,train
AAA,2013J,2689958,0,test
AAA,2013J,2691206,3,train
AAA,2013J,2691244,0,test
AAA,2013J,2694424,1,calib
AAA,2013J,2698257,1,calib
AAA,2014J,6516,4,train
AAA,2014J,24734,0,test
AAA,2014J,26192,1,calib
AAA,2014J,28061,0,test
AAA,2014J,31600,4,train
AAA,2014J,46844,1,calib
AAA,2014J,52765,0,test
AAA,2014J,55104,3,train
AAA,2014J,58071,0,test
AAA,2014J,58316,0,test
AAA,2014J,62487,3,train
AAA,2014J,63165,1,calib
AAA,2014J,65002,2,train
AAA,2014J,70011,3,train
AAA,2014J,75255,3,train
AAA,2014J,79403,3,train
AAA,2014J,85092,0,test
AAA,2014J,85144,3,train
AAA,2014J,85302,0,test
AAA,2014J,87431,2,train
AAA,2014J,94961,0,test
AAA,2014J,95755,1,calib
AAA,2014J,101116,0,test
AAA,2014J,107489,1,calib
AAA,2014J,108872,4,train
AAA,2014J,109155,3,train
AAA,2014J,111512,2,train
AAA,2014J,117818,4,train
AAA,2014J,119902,4,train
AAA,2014J,121349,4,train
AAA,2014J,124064,4,train
AAA,2014J,125018,4,train
AAA,2014J,129955,4,train
AAA,2014J,130034,1,calib
AAA,2014J,130547,0,test
AAA,2014J,130636,1,calib
AAA,2014J,131390,0,test
AAA,2014J,133816,4,train
AAA,2014J,133922,0,test
AAA,2014J,135335,2,train
AAA,2014J,135400,3,train
AAA,2014J,135471,4,train
AAA,2014J,139033,0,test
AAA,2014J,141377,1,calib
AAA,2014J,141506,3,train
AAA,2014J,146503,1,calib
AAA,2014J,147756,0,test
AAA,2014J,148993,1,calib
AAA,2014J,149741,0,test
AAA,2014J,149962,1,calib
AAA,2014J,151587,3,train
AAA,2014J,152668,4,train
AAA,2014J,155984,3,train
AAA,2014J,158707,1,calib
AAA,2014J,159954,3,train
AAA,2014J,164944,2,train
AAA,2014J,165226,4,train
AAA,2014J,167961,1,calib
AAA,2014J,174024,2,train
AAA,2014J,174094,3,train
AAA,2014J,174745,3,train
AAA,2014J,175447,1,calib
AAA,2014J,175772,0,test
AAA,2014J,183057,3,train
AAA,2014J,185350,3,train
AAA,2014J,188278,3,train
AAA,2014J,199636,0,test
AAA,2014J,199897,0,test
AAA,2014J,200804,2,train
AAA,2014J,205494,3,train
AAA,2014J,228021,4,train
AAA,2014J,228383,4,train
AAA,2014J,232307,3,train
AAA,2014J,235068,0,test
AAA,2014J,235507,2,train
AAA,2014J,236875,3,train
AAA,2014J,237274,1,calib
AAA,2014J,243510,4,train
AAA,2014J,244246,1,calib
AAA,2014J,248581,1,calib
AAA,2014J,252073,2,train
AAA,2014J,254625,0,test
AAA,2014J,258587,4,train
AAA,2014J,260355,1,calib
AAA,2014J,260623,1,calib
AAA,2014J,263251,0,test
AAA,2014J,263543,0,test
AAA,2014J,263952,3,train
AAA,2014J,266524,0,test
AAA,2014J,268733,2,train
AAA,2014J,273346,2,train
AAA,2014J,274947,1,calib
AAA,2014J,275674,0,test
AAA,2014J,275792,4,train
AAA,2014J,277123,0,test
AAA,2014J,277880,3,train
AAA,2014J,281077,3,train
AAA,2014J,281636,0,test
AAA,2014J,285315,2,train
AAA,2014J,287040,2,train
AAA,2014J,287204,0,test
AAA,2014J,287210,2,train
AAA,2014J,288994,2,train
AAA,2014J,289449,1,calib
AAA,2014J,290164,2,train
AAA,2014J,292525,3,train
AAA,2014J,292775,3,train
AAA,2014J,293824,1,calib
AAA,2014J,294496,3,train
AAA,2014J,294655,4,train
AAA,2014J,295060,0,test
AAA,2014J,295075,3,train
AAA,2014J,296424,0,test
AAA,2014J,298034,4,train
AAA,2014J,298838,0,test
AAA,2014J,301967,1,calib
AAA,2014J,302476,4,train
AAA,2014J,303521,3,train
AAA,2014J,303985,4,train
AAA,2014J,304465,4,train
AAA,2014J,306646,1,calib
AAA,2014J,309142,2,train
AAA,2014J,310412,1,calib
AAA,2014J,311235,3,train
AAA,2014J,311659,4,train
AAA,2014J,313937,3,train
AAA,2014J,315076,2,train
AAA,2014J,315744,0,test
AAA,2014J,323370,2,train
AAA,2014J,323805,4,train
AAA,2014J,328024,0,test
AAA,2014J,328734,3,train
AAA,2014J,329659,0,test
AAA,2014J,330594,3,train
AAA,2014J,331358,2,train
AAA,2014J,332884,3,train
AAA,2014J,334441,3,train
AAA,2014J,335247,4,train
AAA,2014J,335764,0,test
AAA,2014J,337748,1,calib
AAA,2014J,338407,4,train
AAA,2014J,341876,3,train
AAA,2014J,342007,0,test
AAA,2014J,345440,2,train
AAA,2014J,345519,4,train
AAA,2014J,346118,4,train
AAA,2014J,348275,3,train
AAA,2014J,348807,0,test
AAA,2014J,350156,0,test
AAA,2014J,350939,0,test
AAA,2014J,351336,2,train
AAA,2014J,353665,2,train
AAA,2014J,354170,1,calib
AAA,2014J,356170,3,train
AAA,2014J,358182,2,train
AAA,2014J,364957,1,calib
AAA,2014J,369834,4,train
AAA,2014J,371710,0,test
AAA,2014J,373872,1,calib
AAA,2014J,375260,3,train
AAA,2014J,375646,3,train
AAA,2014J,377546,2,train
AAA,2014J,381642,3,train
AAA,2014J,382095,0,test
AAA,2014J,383180,3,train
AAA,2014J,383600,2,train
AAA,2014J,383723,3,train
AAA,2014J,384203,4,train
AAA,2014J,384725,2,train
AAA,2014J,387533,2,train
AAA,2014J,387954,1,calib
AAA,2014J,388147,0,test
AAA,2014J,390890,0,test
AAA,2014J,391249,1,calib
AAA,2014J,396599,4,train
AAA,2014J,396655,2,train
AAA,2014J,398171,2,train
AAA,2014J,398349,0,test
AAA,2014J,400147,0,test
AAA,2014J,400682,1,calib
AAA,2014J,401404,0,test
AAA,2014J,402204,0,test
AAA,2014J,402727,2,train
AAA,2014J,402961,3,train
AAA,2014J,404356,1,calib
AAA,2014J,406671,1,calib
AAA,2014J,406682,2,train
AAA,2014J,409100,3,train
AAA,2014J,409703,4,train
AAA,2014J,410092,3,train
AAA,2014J,411971,1,calib
AAA,2014J,415969,1,calib
AAA,2014J,418731,0,test
AAA,2014J,421455,0,test
AAA,2014J,424577,0,test
AAA,2014J,429858,0,test
AAA,2014J,431025,0,test
AAA,2014J,439305,1,calib
AAA,2014J,440319,3,train
AAA,2014J,442064,2,train
AAA,2014J,442132,1,calib
AAA,2014J,446108,4,train
AAA,2014J,447481,3,train
AAA,2014J,468120,4,train
AAA,2014J,468694,2,train
AAA,2014J,470588,1,calib
AAA,2014J,470982,2,train
AAA,2014J,476603,1,calib
AAA,2014J,481022,4,train
AAA,2014J,483800,4,train
AAA,2014J,484897,1,calib
AAA,2014J,485962,1,calib
AAA,2014J,488382,3,train
AAA,2014J,488990,1,calib
AAA,2014J,500113,2,train
AAA,2014J,503889,1,calib
AAA,2014J,514526,1,calib
AAA,2014J,518808,1,calib
AAA,2014J,522482,2,train
AAA,2014J,527100,1,calib
AAA,2014J,527801,2,train
AAA,2014J,533068,2,train
AAA,2014J,537081,3,train
AAA,2014J,544253,2,train
AAA,2014J,548120,1,calib
AAA,2014J,561467,1,calib
AAA,2014J,567922,4,train
AAA,2014J,569505,3,train
AAA,2014J,570317,1,calib
AAA,2014J,574505,0,test
AAA,2014J,588477,1,calib
AAA,2014J,593846,2,train
AAA,2014J,593987,2,train
AAA,2014J,596288,2,train
AAA,2014J,598070,3,train
AAA,2014J,603834,2,train
AAA,2014J,603861,0,test
AAA,2014J,608440,2,train
AAA,2014J,623710,0,test
AAA,2014J,623840,3,train
AAA,2014J,626240,1,calib
AAA,2014J,628088,4,train
AAA,2014J,628312,3,train
AAA,2014J,630142,3,train
AAA,2014J,637665,1,calib
AAA,2014J,639053,4,train
AAA,2014J,642878,1,calib
AAA,2014J,648130,4,train
AAA,2014J,676546,0,test
AAA,2014J,677186,4,train
AAA,2014J,677281,1,calib
AAA,2014J,684180,1,calib
AAA,2014J,687698,4,train
AAA,2014J,696073,4,train
AAA,2014J,696578,0,test
AAA,2014J,721259,1,calib
AAA,2014J,852847,3,train
AAA,2014J,998493,0,test
AAA,2014J,1045203,1,calib
AAA,2014J,1112555,4,train
AAA,2014J,1183831,3,train
AAA,2014J,1268696,0,test
AAA,2014J,1336190,4,train
AAA,2014J,1352868,1,calib
AAA,2014J,1398979,4,train
AAA,2014J,1456619,1,calib
AAA,2014J,1469279,0,test
AAA,2014J,1471214,3,train
AAA,2014J,1472925,4,train
AAA,2014J,1484804,4,train
AAA,2014J,1511033,3,train
AAA,2014J,1576513,3,train
AAA,2014J,1609002,0,test
AAA,2014J,1629771,3,train
AAA,2014J,1676594,1,calib
AAA,2014J,1686551,1,calib
AAA,2014J,1689639,3,train
AAA,2014J,1715896,3,train
AAA,2014J,1721270,2,train
AAA,2014J,1757766,4,train
AAA,2014J,1773377,1,calib
AAA,2014J,1799111,0,test
AAA,2014J,1818673,2,train
AAA,2014J,1839386,3,train
AAA,2014J,1926668,1,calib
AAA,2014J,1947156,0,test
AAA,2014J,1967783,3,train
AAA,2014J,1970390,0,test
AAA,2014J,1975209,0,test
AAA,2014J,2010232,0,test
AAA,2014J,2045084,2,train
AAA,2014J,2057803,4,train
AAA,2014J,2073016,0,test
AAA,2014J,2085209,2,train
AAA,2014J,2086400,4,train
AAA,2014J,2139353,0,test
AAA,2014J,2148681,1,calib
AAA,2014J,2158048,3,train
AAA,2014J,2158196,4,train
AAA,2014J,2165164,1,calib
AAA,2014J,2168833,2,train
AAA,2014J,2207874,0,test
AAA,2014J,2240349,0,test
AAA,2014J,2244332,1,calib
AAA,2014J,2273119,3,train
AAA,2014J,2277857,4,train
AAA,2014J,2297896,4,train
AAA,2014J,2313257,4,train
AAA,2014J,2318055,3,train
AAA,2014J,2330254,4,train
AAA,2014J,2355470,1,calib
AAA,2014J,2358969,3,train
AAA,2014J,2363863,0,test
AAA,2014J,2365101,3,train
AAA,2014J,2369415,0,test
AAA,2014J,2375975,4,train
AAA,2014J,2397661,4,train
AAA,2014J,2398313,1,calib
AAA,2014J,2404408,0,test
AAA,2014J,2425993,0,test
AAA,2014J,2429854,3,train
AAA,2014J,2432796,3,train
AAA,2014J,2434159,2,train
AAA,2014J,2436812,4,train
AAA,2014J,2467267,1,calib
AAA,2014J,2470694,3,train
AAA,2014J,2473538,0,test
AAA,2014J,2474849,4,train
AAA,2014J,2494700,1,calib
AAA,2014J,2500258,4,train
AAA,2014J,2507842,1,calib
AAA,2014J,2509639,3,train
AAA,2014J,2514368,4,train
AAA,2014J,2514898,2,train
AAA,2014J,2521865,2,train
AAA,2014J,2522927,4,train
AAA,2014J,2540168,2,train
AAA,2014J,2546445,3,train
AAA,2014J,2551797,4,train
AAA,2014J,2551932,1,calib
AAA,2014J,2569324,1,calib
AAA,2014J,2574990,0,test
AAA,2014J,2576122,2,train
AAA,2014J,2578676,4,train
AAA,2014J,2581477,4,train
AAA,2014J,2584873,4,train
AAA,2014J,2595841,3,train
AAA,2014J,2596621,4,train
AAA,2014J,2601889,3,train
AAA,2014J,2602338,2,train
AAA,2014J,2606802,4,train
AAA,2014J,2624961,4,train
AAA,2014J,2630087,4,train
AAA,2014J,2633226,3,train
AAA,2014J,2642616,1,calib
AAA,2014J,2642935,0,test
AAA,2014J,2648611,3,train
AAA,2014J,2649800,1,calib
AAA,2014J,2654628,4,train
AAA,2014J,2677624,4,train
AAA,2014J,2680312,1,calib
AAA,2014J,2688166,0,test
AAA,2014J,2690062,3,train
AAA,2014J,2692514,1,calib
AAA,2014J,2694788,1,calib
BBB,2013B,23629,4,train
BBB,2013B,25107,0,test
BBB,2013B,27891,2,train
BBB,2013B,29144,3,train
BBB,2013B,31663,1,calib
BBB,2013B,33666,4,train
BBB,2013B,34229,4,train
BBB,2013B,34353,2,train
BBB,2013B,34431,3,train
BBB,2013B,34694,0,test
BBB,2013B,34756,2,train
BBB,2013B,34863,3,train
BBB,2013B,35812,0,test
BBB,2013B,39655,3,train
BBB,2013B,50993,1,calib
BBB,2013B,52899,2,train
BBB,2013B,58089,3,train
BBB,2013B,62631,4,train
BBB,2013B,70608,0,test
BBB,2013B,71433,1,calib
BBB,2013B,72070,0,test
BBB,2013B,74695,2,train
BBB,2013B,74734,3,train
BBB,2013B,75399,0,test
BBB,2013B,78645,0,test
BBB,2013B,79378,2,train
BBB,2013B,82535,4,train
BBB,2013B,82741,2,train
BBB,2013B,83254,0,test
BBB,2013B,84245,0,test
BBB,2013B,84664,1,calib
BBB,2013B,86291,4,train
BBB,2013B,87604,4,train
BBB,2013B,87732,0,test
BBB,2013B,88580,1,calib
BBB,2013B,91322,2,train
BBB,2013B,92274,2,train
BBB,2013B,92832,0,test
BBB,2013B,92947,2,train
BBB,2013B,92993,1,calib
BBB,2013B,94616,1,calib
BBB,2013B,96291,1,calib
BBB,2013B,97154,4,train
BBB,2013B,98313,0,test
BBB,2013B,102849,3,train
BBB,2013B,104054,1,calib
BBB,2013B,108377,4,train
BBB,2013B,108589,2,train
BBB,2013B,109938,1,calib
BBB,2013B,110881,3,train
BBB,2013B,116603,2,train
BBB,2013B,117071,4,train
BBB,2013B,120994,1,calib
BBB,2013B,122524,0,test
BBB,2013B,123379,0,test
BBB,2013B,123860,0,test
BBB,2013B,126322,3,train
BBB,2013B,126411,1,calib
BBB,2013B,127209,1,calib
BBB,2013B,128776,3,train
BBB,2013B,133155,2,train
BBB,2013B,133531,1,calib
BBB,2013B,133748,4,train
BBB,2013B,141823,2,train
BBB,2013B,142324,4,train
BBB,2013B,143741,1,calib
BBB,2013B,143854,4,train
BBB,2013B,145544,4,train
BBB,2013B,147876,2,train
BBB,2013B,151697,0,test
BBB,2013B,152153,2,train
BBB,2013B,152910,2,train
BBB,2013B,152929,0,test
BBB,2013B,153212,0,test
BBB,2013B,153704,2,train
BBB,2013B,154027,3,train
BBB,2013B,154125,0,test
BBB,2013B,154540,1,calib
BBB,2013B,155735,1,calib
BBB,2013B,156835,4,train
BBB,2013B,161678,2,train
BBB,2013B,165243,0,test
BBB,2013B,169515,4,train
BBB,2013B,170356,0,test
BBB,2013B,171377,1,calib
BBB,2013B,173316,3,train
BBB,2013B,173335,4,train
BBB,2013B,174321,1,calib
BBB,2013B,177639,2,train
BBB,2013B,179605,1,calib
BBB,2013B,182824,0,test
BBB,2013B,183806,2,train
BBB,2013B,185240,4,train
BBB,2013B,185349,0,test
BBB,2013B,186670,4,train
BBB,2013B,186780,0,test
BBB,2013B,186988,2,train
BBB,2013B,187793,4,train
BBB,2013B,188152,0,test
BBB,2013B,192424,0,test
BBB,2013B,193822,3,train
BBB,2013B,197595,0,test
BBB,2013B,198956,1,calib
BBB,2013B,199520,3,train
BBB,2013B,200863,4,train
BBB,2013B,200905,0,test
BBB,2013B,203108,4,train
BBB,2013B,203481,2,train
BBB,2013B,203652,0,test
BBB,2013B,204746,3,train
BBB,2013B,205231,0,test
BBB,2013B,226374,1,calib
BBB,2013B,226827,2,train
BBB,2013B,228049,0,test
BBB,2013B,228235,2,train
BBB,2013B,229240,1,calib
BBB,2013B,229426,0,test
BBB,2013B,230348,1,calib
BBB,2013B,232600,1,calib
BBB,2013B,232695,0,test
BBB,2013B,232745,1,calib
BBB,2013B,235097,1,calib
BBB,2013B,237304,2,train
BBB,2013B,237913,0,test
BBB,2013B,242149,0,test
BBB,2013B,245404,2,train
BBB,2013B,247267,3,train
BBB,2013B,248103,2,train
BBB,2013B,249534,3,train
BBB,2013B,251351,3,train
BBB,2013B,252340,1,calib
BBB,2013B,252652,2,train
BBB,2013B,253250,1,calib
BBB,2013B,255347,1,calib
BBB,2013B,255998,3,train
BBB,2013B,256215,1,calib
BBB,2013B,258402,1,calib
BBB,2013B,259182,3,train
BBB,2013B,262294,2,train
BBB,2013B,262454,2,train
BBB,2013B,262741,4,train
BBB,2013B,263499,4,train
BBB,2013B,263531,3,train
BBB,2013B,265405,0,test
BBB,2013B,265958,0,test
BBB,2013B,267761,0,test
BBB,2013B,267853,3,train
BBB,2013B,269076,0,test
BBB,2013B,269289,3,train
BBB,2013B,270399,1,calib
BBB,2013B,270567,2,train
BBB,2013B,271036,2,train
BBB,2013B,272580,1,calib
